PM10 level,Happiness,Year
10.43787,7.53,2013
10.4146,7.5,2013
10.44024,7.26,2013
10.44114,7.54,2013
10.4421,7.61,2013
10.44278,7.75,2013
10.41653,7.32,2013
10.44294,7.4,2013
10.44473,7.36,2013
10.44662,7.31,2013
10.44744,7.35,2013
10.45068,7.2,2013
10.47421,7.09,2013
10.47501,7.46,2013
10.41979,7.44,2013
10.44759,7.52,2013
10.4497,7.05,2013
10.45497,6.83,2013
10.45474,7.38,2013
10.4607,7.48,2013
10.4929,7.85,2013
10.48273,7.37,2013
10.41798,6.99,2013
10.41979,7.17,2013
10.42286,7.47,2013
10.45173,7.59,2013
10.45853,7.62,2013
10.46033,7.12,2013
10.46424,7.72,2013
10.48115,7.69,2013
10.51478,7.55,2013
10.48927,7.02,2013
10.47491,7.27,2013
10.42219,7.58,2013
10.4241,7.79,2013
10.42851,7.75,2013
10.4628,7.42,2013
10.4869,7.36,2013
10.47879,7.48,2013
10.48147,7.54,2013
10.55761,7.72,2013
10.53256,7.17,2013
10.49756,7.39,2013
10.42451,7.51,2013
10.42693,8.18,2013
10.43548,7.22,2013
10.47442,7.63,2013
10.527,7.53,2013
10.49608,7.29,2013
10.51579,7.28,2013
10.88474,7.35,2013
10.54598,7.24,2013
10.51589,7.1,2013
10.42521,7.49,2013
10.42713,7.47,2013
10.43095,7.78,2013
10.45449,7.58,2013
10.48495,7.4,2013
10.49101,7.41,2013
10.50914,7.46,2013
10.59772,7.44,2013
10.64747,6.88,2013
10.64644,7.49,2013
10.52229,7.63,2013
10.42742,7.49,2013
10.44268,7.57,2013
10.45653,8.02,2013
10.5488,7.3,2013
10.48533,7.26,2013
10.5016,7.3,2013
10.75983,7.61,2013
10.87523,7.45,2013
10.61526,7.37,2013
10.50161,7.5,2013
10.42841,7.61,2013
10.4784,7.36,2013
10.45983,7.52,2013
10.5006,7.52,2013
10.50636,7.51,2013
10.53098,7.32,2013
10.74252,7.27,2013
10.73834,7.52,2013
10.43233,7.25,2013
10.44211,7.28,2013
10.46968,7.42,2013
10.5456,7.48,2013
10.60366,7.4,2013
10.72321,7.35,2013
10.65198,7.69,2013
11.1692,7.57,2013
10.49843,7.41,2013
10.43553,7.48,2013
10.45402,7.3,2013
10.48067,6.94,2013
10.56831,7.65,2013
10.57044,7.67,2013
10.58221,7.35,2013
10.52146,7.63,2013
10.50583,7.28,2013
10.49326,7.77,2013
10.47326,7.6,2013
10.43646,7.43,2013
10.44262,7.59,2013
10.50421,7.59,2013
10.47476,7.43,2013
10.51426,7.62,2013
10.51338,7.3,2013
10.5064,6.83,2013
10.54164,7.36,2013
10.557,7.66,2013
10.52714,7.59,2013
10.46732,7.37,2013
10.38645,7.38,2013
10.39049,7.49,2013
10.4242,7.65,2013
10.44146,7.14,2013
10.46369,7.37,2013
10.76331,7.35,2013
10.4817,7.37,2013
10.51607,7.43,2013
10.51124,7.23,2013
10.48649,7.6,2013
10.61302,7.06,2013
10.46052,7.54,2013
10.46736,7.46,2013
10.38809,7.47,2013
10.39579,7.33,2013
10.4051,7.24,2013
10.42393,7.55,2013
10.43915,7.57,2013
10.46764,7.32,2013
10.45955,7.37,2013
10.44608,7.61,2013
10.55637,7.47,2013
10.44719,7.63,2013
10.64078,7.63,2013
10.55509,7.7,2013
10.51898,7.83,2013
10.47262,7.38,2013
10.45875,7.72,2013
10.39242,7.5,2013
10.41638,7.63,2013
10.41267,7.46,2013
10.45145,7.67,2013
10.47217,7.7,2013
10.52211,7.37,2013
10.5498,7.84,2013
10.4689,7.67,2013
10.45724,7.56,2013
10.45426,7.54,2013
10.46229,7.18,2013
10.46026,6.81,2013
10.57269,7.19,2013
10.82583,7.28,2013
10.59268,7.2,2013
10.46665,7.61,2013
10.45918,7.17,2013
10.39478,7.42,2013
10.50409,7.37,2013
10.40943,7.29,2013
10.4603,7.52,2013
10.54563,7.51,2013
10.51589,7.11,2013
10.59107,7.16,2013
10.49052,7.53,2013
10.4642,7.3,2013
10.46667,7.31,2013
10.46638,7.58,2013
10.51152,7.28,2013
10.56172,7.2,2013
10.53636,7.4,2013
10.48303,7.2,2013
10.46388,7.49,2013
10.45568,7.35,2013
10.3983,7.47,2013
10.41051,7.49,2013
10.41274,7.57,2013
10.47011,7.22,2013
10.97929,7.25,2013
10.50044,7.54,2013
10.47173,7.28,2013
10.48999,7.13,2013
10.46919,7.17,2013
10.50115,7.4,2013
10.46428,7.4,2013
10.5966,7.24,2013
10.7715,7.45,2013
10.75825,7.43,2013
10.47682,7.46,2013
10.4708,7.25,2013
10.46195,7.19,2013
10.40506,7.4,2013
10.42093,7.12,2013
10.41687,7.38,2013
10.65916,7.26,2013
10.56632,7.34,2013
10.51071,7.34,2013
10.45674,7.31,2013
10.45978,7.46,2013
10.48004,7.71,2013
10.5085,6.72,2013
10.46634,7.31,2013
10.51353,7.58,2013
10.50866,7.74,2013
10.52578,7.63,2013
10.49837,7.21,2013
10.48535,7.28,2013
10.47082,7.44,2013
10.43645,7.11,2013
10.42715,7.14,2013
10.42488,7.1,2013
10.44178,7.18,2013
10.97649,7.33,2013
10.52602,7.28,2013
10.46756,7.54,2013
10.51265,7.46,2013
10.52606,7.36,2013
10.48141,7.18,2013
10.46247,7.26,2013
10.46752,7.95,2013
10.53474,7.53,2013
10.58014,7.21,2013
10.49199,6.95,2013
10.48602,7.1,2013
10.47141,7.82,2013
10.63986,7.87,2013
10.46849,6.82,2013
10.46186,7.63,2013
10.46677,7.59,2013
11.04526,7.14,2013
10.5686,7.16,2013
10.53879,7.32,2013
10.86563,7.17,2013
10.57534,7.12,2013
10.49459,7.47,2013
10.48118,7.43,2013
10.47835,7.2,2013
10.48226,7.37,2013
10.49326,7.51,2013
10.48312,7.66,2013
10.47604,7.8,2013
10.42331,7.79,2013
10.53293,7.63,2013
10.63315,7.95,2013
10.53123,7.28,2013
10.47225,7.59,2013
10.60483,7.32,2013
10.54921,7.24,2013
10.70499,7.38,2013
10.68007,7.27,2013
10.51851,7.34,2013
10.48328,7.35,2013
10.46709,7.37,2013
10.48148,7.26,2013
10.47417,7.29,2013
10.47001,7.32,2013
10.42449,7.29,2013
10.42344,7.39,2013
10.42532,7.3,2013
10.4724,7.52,2013
10.4479,7.37,2013
10.47208,7.49,2013
10.5394,7.33,2013
10.89876,7.56,2013
10.6627,7.45,2013
10.73351,7.44,2013
10.48665,7.86,2013
10.47571,7.39,2013
10.47196,7.89,2013
10.46954,7.28,2013
10.35113,8.01,2013
10.35288,7.15,2013
10.425,7.17,2013
10.42527,7.23,2013
10.4278,7.5,2013
10.43319,7.56,2013
10.45926,7.37,2013
10.47316,7.04,2013
10.50214,7.55,2013
10.5563,8.06,2013
10.49848,7.69,2013
10.47672,7.15,2013
10.47755,7.47,2013
10.46507,7.23,2013
10.46133,7.93,2013
10.35264,7.42,2013
10.40766,7.43,2013
10.42664,7.38,2013
10.42899,7.52,2013
10.43072,7.32,2013
10.43538,7.48,2013
10.44189,7.24,2013
10.4707,7.51,2013
10.48161,7.66,2013
10.48018,7.59,2013
10.47721,7.38,2013
10.46675,7.54,2013
