PM25 level,Happiness,Year
6.136841,7.62,2014
6.116203,7.56,2014
6.138994,7.32,2014
6.139325,8.08,2014
6.139913,7.08,2014
6.140519,7.53,2014
6.118087,7.79,2014
6.141458,7.6,2014
6.142489,7.6,2014
6.14403,7.52,2014
6.144782,7.78,2014
6.146355,7.68,2014
6.163601,7.32,2014
6.163713,7.8,2014
6.121344,7.74,2014
6.145905,7.43,2014
6.147229,7.46,2014
6.152441,7.83,2014
6.151451,7.57,2014
6.154303,7.47,2014
6.177334,7.53,2014
6.170271,7.39,2014
6.119079,7.12,2014
6.121026,7.59,2014
6.123663,7.28,2014
6.149232,7.1,2014
6.155917,7.53,2014
6.156542,7.15,2014
6.159495,7.74,2014
6.168416,7.58,2014
6.191313,7.44,2014
6.175673,7.48,2014
6.164956,7.34,2014
6.123264,7.56,2014
6.125482,7.49,2014
6.129018,7.43,2014
6.15978,7.72,2014
6.185103,7.57,2014
6.176287,7.43,2014
6.174749,7.51,2014
6.21798,7.79,2014
6.207611,7.5,2014
6.180644,7.51,2014
6.125371,7.56,2014
6.128198,7.64,2014
6.134884,7.28,2014
6.170805,7.55,2014
6.23134,7.49,2014
6.19239,7.84,2014
6.20239,7.3,2014
6.391806,7.58,2014
6.210697,7.49,2014
6.186312,7.22,2014
6.124827,7.47,2014
6.127747,7.71,2014
6.13157,8.07,2014
6.147534,7.41,2014
6.175617,7.69,2014
6.180169,7.89,2014
6.195371,7.61,2014
6.25747,7.86,2014
6.261679,7.48,2014
6.233801,7.33,2014
6.187013,7.74,2014
6.128096,7.48,2014
6.14024,7.35,2014
6.151373,7.76,2014
6.209792,7.16,2014
6.179879,7.53,2014
6.189827,7.47,2014
6.32161,7.65,2014
6.302438,7.4,2014
6.226443,7.25,2014
6.178873,7.54,2014
6.129736,7.65,2014
6.157686,7.68,2014
6.158697,7.41,2014
6.193189,7.48,2014
6.206173,7.53,2014
6.225501,7.37,2014
6.32925,7.36,2014
6.309649,7.5,2014
6.134269,7.31,2014
6.142069,7.3,2014
6.164761,7.49,2014
6.245601,7.5,2014
6.318259,7.51,2014
6.400462,7.25,2014
6.307374,7.45,2014
6.534343,7.71,2014
6.186596,7.53,2014
6.137392,7.62,2014
6.149359,7.38,2014
6.170798,7.53,2014
6.274694,7.69,2014
6.271744,7.54,2014
6.263417,7.49,2014
6.20355,7.91,2014
6.185988,7.62,2014
6.180926,7.94,2014
6.167852,7.53,2014
6.138184,7.55,2014
6.143502,7.57,2014
6.175608,7.61,2014
6.164148,7.48,2014
6.19823,7.65,2014
6.19472,7.09,2014
6.191441,7.48,2014
6.205003,7.08,2014
6.208256,7.59,2014
6.196946,7.74,2014
6.164846,7.66,2014
6.097729,7.41,2014
6.100417,7.33,2014
6.126081,7.44,2014
6.144528,7.66,2014
6.157841,7.29,2014
6.305897,7.53,2014
6.165475,7.73,2014
6.193542,7.61,2014
6.187614,7.5,2014
6.17579,8.02,2014
6.235744,7.67,2014
