PM25 level,Happiness,Year
2.994053,7.59,2018
2.988176,7.65,2018
2.995678,7.84,2018
2.996176,7.26,2018
2.997217,7.35,2018
2.997492,7.82,2018
2.988848,7.7,2018
2.99667,7.75,2018
2.997471,7.58,2018
2.998779,7.47,2018
2.999321,7.58,2018
3.000606,7.77,2018
3.006366,7.6,2018
3.00675,7.66,2018
2.989907,7.25,2018
2.998122,7.8,2018
2.999313,7.75,2018
3.001832,7.7,2018
3.001934,7.59,2018
3.004586,7.49,2018
3.014036,7.74,2018
3.010177,7.66,2018
2.989189,7.58,2018
2.989779,7.49,2018
2.99072,7.93,2018
2.99911,7.53,2018
3.002459,7.31,2018
3.002957,7.8,2018
3.00507,7.3,2018
3.012651,7.96,2018
3.02274,8.02,2018
3.013723,7.66,2018
3.007569,7.66,2018
2.98884,7.53,2018
2.989466,7.46,2018
2.990605,7.66,2018
3.000274,7.55,2018
3.006757,7.68,2018
3.006614,7.75,2018
3.010536,7.15,2018
3.043073,7.49,2018
3.037401,7.59,2018
3.016381,7.6,2018
2.989774,7.72,2018
2.990591,7.87,2018
2.992805,7.46,2018
3.003681,7.54,2018
3.011131,7.79,2018
3.011357,7.83,2018
3.0237,7.4,2018
3.139652,7.54,2018
3.0362,7.49,2018
3.017431,7.27,2018
2.990686,7.61,2018
2.991668,7.82,2018
2.992802,7.98,2018
2.999079,7.61,2018
3.007595,7.84,2018
3.00876,7.99,2018
3.01486,7.75,2018
3.042468,7.6,2018
3.058872,7.84,2018
3.042747,8.15,2018
3.016335,7.72,2018
2.991894,7.6,2018
2.996558,7.23,2018
3.000128,7.63,2018
3.024216,8.04,2018
3.009034,7.5,2018
3.01395,7.58,2018
3.08388,7.79,2018
3.08146,7.71,2018
3.036086,7.51,2018
3.011706,7.73,2018
2.992596,7.62,2018
3.005362,7.65,2018
3.001163,7.85,2018
3.011806,7.75,2018
3.014895,7.51,2018
3.023545,7.51,2018
3.071,7.6,2018
3.075605,7.75,2018
2.9925,7.65,2018
2.994984,7.38,2018
3.002332,7.68,2018
3.021252,7.58,2018
3.035195,7.3,2018
3.065996,7.24,2018
3.048855,7.59,2018
3.179191,7.82,2018
3.009753,7.82,2018
2.994013,7.71,2018
2.998639,7.83,2018
3.005989,7.67,2018
3.025316,7.3,2018
3.038514,8.07,2018
3.046929,7.36,2018
3.025835,8,2018
3.013698,7.67,2018
3.008485,7.62,2018
3.001982,7.69,2018
2.995679,7.68,2018
2.997308,7.87,2018
3.012527,7.71,2018
3.004854,7.59,2018
3.01689,7.63,2018
3.016659,7.67,2018
3.016151,7.55,2018
3.024963,7.54,2018
3.025397,7.9,2018
3.016462,7.6,2018
3.000653,7.43,2018
2.980641,7.35,2018
2.9821,7.32,2018
2.990885,7.79,2018
2.999692,7.67,2018
3.007441,7.45,2018
3.078782,7.62,2018
3.007424,7.64,2018
3.01773,7.91,2018
3.015006,7.7,2018
3.008906,7.66,2018
3.039098,7.37,2018
3.000276,7.49,2018
3.000905,7.64,2018
2.980812,7.58,2018
2.983238,7.42,2018
2.986625,7.5,2018
2.990765,7.62,2018
2.995846,7.9,2018
3.00483,7.58,2018
3.00706,7.68,2018
3.003096,7.57,2018
3.032602,7.69,2018
3.000368,7.88,2018
3.047628,7.48,2018
3.026823,6.71,2018
3.016368,7.63,2018
3.004109,7.38,2018
2.999932,8.14,2018
2.979969,7.84,2018
2.986548,7.78,2018
2.986847,7.75,2018
2.998164,8.29,2018
3.003749,7.57,2018
3.021582,8.05,2018
3.040926,7.55,2018
3.016507,7.62,2018
3.008364,7.73,2018
3.006124,7.76,2018
3.005232,7.38,2018
3.000999,7.38,2018
3.028247,7.6,2018
3.09198,7.26,2018
3.033053,7.3,2018
3.001103,7.38,2018
2.998293,7.26,2018
2.980571,7.55,2018
3.00841,7.54,2018
2.985776,7.28,2018
2.998111,7.73,2018
3.021741,7.5,2018
3.020325,7.38,2018
3.027942,7.67,2018
3.033564,7.44,2018
3.022483,7.55,2018
3.010989,7.84,2018
3.005146,7.47,2018
3.007789,7.78,2018
3.024526,7.61,2018
3.019302,7.35,2018
3.005641,7.36,2018
3.000116,7.61,2018
2.996911,7.4,2018
2.98145,7.67,2018
2.984842,7.73,2018
2.986101,7.59,2018
2.999667,7.57,2018
3.129373,7.45,2018
3.014958,7.48,2018
3.018816,7.79,2018
3.126536,7.51,2018
3.026335,7.53,2018
3.016033,7.58,2018
3.002961,7.39,2018
3.034483,7.43,2018
3.078332,7.47,2018
3.075303,7.59,2018
