PM25 level,Happiness,Year
1.936004,7.5,2021
1.928552,7.54,2021
1.937195,7.45,2021
1.937612,7.75,2021
1.93845,7.6,2021
1.93835,7.53,2021
1.929049,7.47,2021
1.937959,7.64,2021
1.938642,7.51,2021
1.939916,7.83,2021
1.939901,7.67,2021
1.94029,7.31,2021
1.942787,7.65,2021
1.942234,7.63,2021
1.929812,6.76,2021
1.939038,7.39,2021
1.940116,7.79,2021
1.943707,7.21,2021
1.942246,7.97,2021
1.943192,7.52,2021
1.948111,7.61,2021
1.944469,7.52,2021
1.928994,7.81,2021
1.929536,7.19,2021
1.930272,7.83,2021
1.939637,7.64,2021
1.942875,7.8,2021
1.942764,7.32,2021
1.944542,7.1,2021
1.948816,7.64,2021
1.953236,7.55,2021
1.946585,7.33,2021
1.942215,7.74,2021
1.929108,7.44,2021
1.929717,7.77,2021
1.930512,7.58,2021
1.940798,7.6,2021
1.947266,7.57,2021
1.946559,7.35,2021
1.948561,6.88,2021
1.969793,7.36,2021
1.963701,7.26,2021
1.948015,7.52,2021
1.929716,7.68,2021
1.930426,7.84,2021
1.931784,7.21,2021
1.94353,7.76,2021
1.952139,7.8,2021
1.95052,7.74,2021
1.958585,7.5,2021
2.015653,7.43,2021
1.963397,7.49,2021
1.948136,7.25,2021
1.929461,7.47,2021
1.930254,7.53,2021
1.931157,7.25,2021
1.93449,7.17,2021
1.943958,7.57,2021
1.946177,7.64,2021
1.951931,7.65,2021
1.971826,7.61,2021
1.978692,8.16,2021
1.96508,7.83,2021
1.947151,7.65,2021
1.930027,7.5,2021
1.933614,7.27,2021
1.93537,7.77,2021
1.951033,7.28,2021
1.946077,7.58,2021
1.949406,7.57,2021
1.980341,7.56,2021
1.996932,7.53,2021
1.958302,7.53,2021
1.944977,7.59,2021
1.930251,7.51,2021
1.935932,7.6,2021
1.936521,7.47,2021
1.94767,7.76,2021
1.950082,7.42,2021
1.953935,7.5,2021
1.973716,7.42,2021
1.975626,7.51,2021
1.930495,7.37,2021
1.931716,7.26,2021
1.936666,7.51,2021
1.956576,7.71,2021
1.969368,7.56,2021
1.986856,7.9,2021
1.968381,7.81,2021
2.015083,7.68,2021
1.944909,7.66,2021
1.931305,7.56,2021
1.933148,7.41,2021
1.937355,7.72,2021
1.957197,7.71,2021
1.967775,7.56,2021
1.980606,7.23,2021
1.958073,7.22,2021
1.947275,7.6,2021
1.943888,7.62,2021
1.940055,7.52,2021
1.932343,7.69,2021
1.933215,7.69,2021
1.938722,7.34,2021
1.936007,7.5,2021
1.948329,7.71,2021
1.949435,7.39,2021
1.95546,7.93,2021
1.955391,7.47,2021
1.951741,7.61,2021
1.946726,7.35,2021
1.939378,7.92,2021
1.924689,7.37,2021
1.925488,7.25,2021
1.931037,7.61,2021
1.934501,6.94,2021
1.939558,7.37,2021
1.96539,7.4,2021
1.937079,7.66,2021
1.948164,8,2021
1.946709,7.71,2021
1.94762,7.5,2021
1.957169,7.43,2021
1.940659,7.63,2021
1.940036,7.33,2021
1.924796,7.41,2021
1.925983,7.41,2021
1.927891,7.4,2021
1.930842,7.39,2021
1.933302,7.49,2021
1.939106,7.05,2021
1.94144,7.18,2021
1.935544,7.85,2021
1.950673,7.18,2021
1.93457,7.46,2021
1.953666,7.4,2021
1.951184,7.82,2021
1.946633,7.44,2021
1.942135,7.32,2021
1.939976,7.3,2021
1.924721,7.47,2021
1.927586,7.37,2021
1.928323,7.76,2021
1.937888,7.26,2021
1.938443,7.08,2021
1.950629,7.54,2021
1.969383,7,2021
1.946351,7.48,2021
1.93798,7.37,2021
1.936288,7.44,2021
1.938498,7.16,2021
1.936861,7.21,2021
1.946806,7.24,2021
1.977277,7.13,2021
1.953343,7.17,2021
1.940651,7.17,2021
1.938749,6.99,2021
1.925102,7.44,2021
1.936337,7.71,2021
1.927665,7.24,2021
1.933754,7.43,2021
1.943471,7.37,2021
1.945217,7.38,2021
1.964104,7.77,2021
1.964032,7.47,2021
1.943497,7.26,2021
1.939136,7.51,2021
1.937955,7.37,2021
1.941689,7.21,2021
1.945423,7.6,2021
1.947782,7.33,2021
1.942312,7.11,2021
1.939933,7.55,2021
1.937581,7.41,2021
1.925833,7.5,2021
1.926894,7.48,2021
1.927748,7.34,2021
1.933735,7.55,2021
1.98588,7.29,2021
1.94129,7.3,2021
1.947036,7.45,2021
2.034816,7.53,2021
1.949432,7.39,2021
1.941367,7.35,2021
1.936228,7.54,2021
1.949894,7.41,2021
1.96849,7.48,2021
1.970578,7.46,2021
1.942262,7.23,2021
1.942884,7.49,2021
1.938973,7.49,2021
1.926385,7.16,2021
1.927766,7.44,2021
1.928005,7.1,2021
1.952474,7.36,2021
1.944418,7.43,2021
1.940658,7.47,2021
1.940156,7.4,2021
1.95154,7.57,2021
1.945508,7.37,2021
1.944231,7.4,2021
1.936574,7.52,2021
1.945063,7.76,2021
1.951349,7.42,2021
1.949282,7.88,2021
1.946856,7.36,2021
1.945595,7.52,2021
1.940777,7.42,2021
1.928897,7.26,2021
1.928172,7.46,2021
1.928561,7.3,2021
1.93062,7.3,2021
1.985301,7.56,2021
1.941287,7.48,2021
1.938211,7.43,2021
1.950171,7.6,2021
1.944208,7.57,2021
1.942737,7.22,2021
1.936187,7.54,2021
1.938602,7.89,2021
1.957484,7.58,2021
1.956672,7.55,2021
1.943781,8.1,2021
1.943587,7.52,2021
1.939298,7.62,2021
1.965029,7.22,2021
1.948155,7.45,2021
1.947929,7.61,2021
1.948576,7.55,2021
2.008032,7.19,2021
1.960965,7.14,2021
1.957802,7.62,2021
2.004204,7.45,2021
1.962934,7.31,2021
1.954749,7.38,2021
1.952605,7.74,2021
1.952685,7.38,2021
1.954166,7.54,2021
1.953572,7.57,2021
1.950919,7.69,2021
1.949575,7.03,2021
1.943112,8.05,2021
1.954479,7.83,2021
1.964724,8.03,2021
1.954817,7.28,2021
1.948273,7.63,2021
1.959311,7.22,2021
1.96057,7.54,2021
1.972412,7.5,2021
1.977748,7.45,2021
1.957939,7.49,2021
1.952215,7.34,2021
1.950772,7.59,2021
1.951547,7.35,2021
1.949436,7.54,2021
1.94829,7.34,2021
1.942914,7.32,2021
1.943336,7.41,2021
1.94383,7.42,2021
1.94867,7.44,2021
1.946177,7.25,2021
1.948016,7.4,2021
1.955452,7.37,2021
1.998789,7.56,2021
1.967336,7.26,2021
1.977041,7.45,2021
1.951968,8.1,2021
1.95028,7.87,2021
1.948996,7.51,2021
1.948418,7.24,2021
1.920582,7.72,2021
1.920592,7.33,2021
1.943383,7.59,2021
1.943885,7.31,2021
1.944206,7.39,2021
1.944902,7.44,2021
1.947296,7.62,2021
1.948279,7.4,2021
1.951761,7.39,2021
1.959238,7.61,2021
1.953147,7.29,2021
1.950405,7.53,2021
1.950879,7.45,2021
1.948729,7.98,2021
1.948375,7.13,2021
1.920769,6.84,2021
1.942025,7.44,2021
1.943979,7.62,2021
1.94559,7.5,2021
1.944636,7.39,2021
1.945136,7.48,2021
1.945866,7.59,2021
1.948609,7.25,2021
1.950587,7.2,2021
1.95106,7.26,2021
1.950696,7.38,2021
1.949597,7.91,2021
1.950035,7.58,2021
1.948472,7.57,2021
1.948223,7.41,2021
1.94804,7.61,2021
1.948683,8.03,2021
1.920767,7.71,2021
1.920984,7.33,2021
1.94217,7.8,2021
1.944791,7.22,2021
1.946178,7.48,2021
1.945103,7.62,2021
1.945268,7.84,2021
1.946202,7.59,2021
1.94914,7.63,2021
1.950672,7.33,2021
1.953532,7.51,2021
1.950304,7.73,2021
1.948203,7.2,2021
1.948969,7.35,2021
1.949104,7.49,2021
1.948244,7.34,2021
1.949844,7.49,2021
1.950096,7.37,2021
1.961289,7.01,2021
1.947888,7.23,2021
1.947583,7.52,2021
1.921206,7.78,2021
1.921368,,2021
1.922092,,2021
1.942294,,2021
1.942554,,2021
1.944523,,2021
1.951221,,2021
1.946353,,2021
1.945889,,2021
1.947002,,2021
1.952311,,2021
1.952092,,2021
1.951424,,2021
1.948635,,2021
1.947694,,2021
1.950144,,2021
1.950817,,2021
1.953781,,2021
1.950183,,2021
1.949149,,2021
1.948832,,2021
1.948085,,2021
1.950752,,2021
1.948944,,2021
1.949614,,2021
1.947543,,2021
1.919428,,2021
1.920289,,2021
1.921317,,2021
1.920634,,2021
1.921802,,2021
1.922516,,2021
1.922927,,2021
1.942979,,2021
1.943144,,2021
1.944674,,2021
1.947575,,2021
1.949028,,2021
1.946982,,2021
1.948568,,2021
1.957858,,2021
1.972775,,2021
1.954074,,2021
1.948485,,2021
1.948375,,2021
1.948011,,2021
1.947776,,2021
1.94943,,2021
1.950805,,2021
1.948889,,2021
1.949908,,2021
1.949756,,2021
1.948512,,2021
1.948298,,2021
1.95164,,2021
1.950662,,2021
1.948216,,2021
1.922568,,2021
1.924194,,2021
1.925819,,2021
1.924432,,2021
1.924179,,2021
1.9264,,2021
1.928325,,2021
1.92865,,2021
1.949184,,2021
1.949514,,2021
1.951141,,2021
1.952031,,2021
1.953366,,2021
1.956743,,2021
1.960827,,2021
1.970144,,2021
1.982072,,2021
1.960692,,2021
1.953774,,2021
1.951981,,2021
1.952007,,2021
1.948862,,2021
1.948627,,2021
1.949102,,2021
1.95523,,2021
1.954392,,2021
1.952294,,2021
1.949942,,2021
1.951607,,2021
1.951909,,2021
1.954789,,2021
1.949355,,2021
1.924147,,2021
1.925734,,2021
1.925628,,2021
1.924793,,2021
1.924902,,2021
1.928316,,2021
1.934812,,2021
1.93472,,2021
1.950131,,2021
1.951375,,2021
1.953452,,2021
1.954561,,2021
1.953608,,2021
1.953194,,2021
1.954885,,2021
1.972694,,2021
1.992294,,2021
1.960182,,2021
1.954467,,2021
1.951929,,2021
1.948098,,2021
1.949047,,2021
1.953157,,2021
1.955062,,2021
1.968184,,2021
1.954038,,2021
1.951011,,2021
1.952062,,2021
1.952657,,2021
1.94893,,2021
1.927343,,2021
1.927092,,2021
1.925493,,2021
1.924874,,2021
1.925585,,2021
1.928886,,2021
1.948531,,2021
1.933695,,2021
1.95093,,2021
1.955072,,2021
1.959088,,2021
1.954046,,2021
1.953128,,2021
1.952768,,2021
1.953265,,2021
1.957192,,2021
1.96023,,2021
1.957259,,2021
1.956961,,2021
1.951989,,2021
1.949287,,2021
1.948591,,2021
1.949102,,2021
1.951672,,2021
1.951338,,2021
1.948319,,2021
1.950308,,2021
1.949479,,2021
1.926684,,2021
1.929572,,2021
1.926728,,2021
1.926101,,2021
1.927527,,2021
1.930057,,2021
1.93917,,2021
1.933153,,2021
1.952719,,2021
1.954179,,2021
1.959296,,2021
1.969071,,2021
1.957845,,2021
1.955969,,2021
1.955344,,2021
1.955195,,2021
1.956829,,2021
1.957317,,2021
1.958285,,2021
1.956239,,2021
1.953984,,2021
1.947145,,2021
1.947478,,2021
1.948515,,2021
1.951377,,2021
1.946913,,2021
1.948745,,2021
1.947588,,2021
1.925431,,2021
1.928258,,2021
1.928732,,2021
1.927018,,2021
1.92648,,2021
1.927267,,2021
1.930008,,2021
1.934079,,2021
1.933397,,2021
1.955674,,2021
1.961397,,2021
1.966107,,2021
1.958765,,2021
1.956928,,2021
1.956001,,2021
1.955535,,2021
1.956552,,2021
1.956754,,2021
1.956916,,2021
1.962507,,2021
1.955115,,2021
1.946917,,2021
1.946724,,2021
1.946705,,2021
1.947206,,2021
1.922835,,2021
1.936903,,2021
1.929601,,2021
1.930666,,2021
1.926874,,2021
1.927043,,2021
1.927863,,2021
1.930586,,2021
1.935031,,2021
1.934645,,2021
1.957104,,2021
1.958776,,2021
1.962359,,2021
1.959174,,2021
1.957673,,2021
1.956572,,2021
1.955796,,2021
1.956737,,2021
1.957583,,2021
1.957357,,2021
1.969346,,2021
1.917608,,2021
1.921099,,2021
1.923613,,2021
1.949924,,2021
1.938022,,2021
1.930071,,2021
1.927164,,2021
1.928021,,2021
1.929049,,2021
1.932174,,2021
1.936432,,2021
1.937936,,2021
1.960094,,2021
1.963227,,2021
1.9601,,2021
1.958434,,2021
1.957143,,2021
1.956218,,2021
1.957038,,2021
1.957993,,2021
1.960593,,2021
1.956926,,2021
1.954535,,2021
1.915653,,2021
1.916954,,2021
1.917739,,2021
1.921258,,2021
1.924369,,2021
1.924187,,2021
1.935353,,2021
1.992666,,2021
1.926879,,2021
1.927868,,2021
1.929299,,2021
1.930797,,2021
1.936642,,2021
1.942687,,2021
1.936865,,2021
1.962347,,2021
1.967707,,2021
1.961799,,2021
1.959557,,2021
1.958081,,2021
1.957029,,2021
1.957598,,2021
1.956947,,2021
1.957676,,2021
1.917164,,2021
1.918898,,2021
1.922155,,2021
1.924129,,2021
1.924516,,2021
1.924828,,2021
1.925809,,2021
1.927151,,2021
1.927678,,2021
1.928761,,2021
1.93151,,2021
1.934524,,2021
1.938689,,2021
1.936998,,2021
1.937016,,2021
1.965214,,2021
1.973075,,2021
1.964011,,2021
