2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
9.790698,9.338569,9.388744,9.515169,7.071817,6.676189,6.831065,6.843669,6.449171,5.471841,6.715142
10.088681,9.620719,9.741934,9.828835,7.273476,6.903478,7.063772,6.963836,6.628558,5.495538,6.845731
9.800964,9.606365,9.880138,9.876479,7.379676,6.845304,6.998279,7.014522,6.686539,5.328415,6.42899
12.948503,12.007258,12.337756,12.069728,9.979081,11.031397,10.113556,9.954628,10.678257,8.117715,8.054683
12.595015,11.540195,11.938611,11.610852,9.656667,10.542468,9.828144,9.799685,10.220215,7.374226,7.272837
12.018925,11.201076,11.671371,11.471969,9.667998,10.492176,9.123071,9.48288,10.087854,7.566059,7.610449
13.632249,12.704919,12.957515,12.785121,11.297194,11.556267,10.487218,10.574647,11.191344,8.53577,8.580698
12.071396,11.182498,11.55107,11.248742,9.339821,10.151307,9.405909,9.06533,9.857165,7.107767,7.149973
12.977016,12.01983,12.226747,12.032872,10.311335,10.989016,9.995512,9.905151,10.837151,8.018313,8.005512
12.122325,11.308174,11.689084,11.504337,9.801029,10.31773,9.015533,9.295498,10.137161,7.336474,7.486951
9.97802,8.988979,9.111116,8.92122,7.203534,7.818868,6.783283,7.105496,7.510723,6.119118,5.921001
9.85567,8.856711,9.087696,8.787285,6.858301,7.653508,6.482872,6.783891,7.480783,5.85387,5.86443
10.615258,9.640357,9.864935,9.459684,7.340164,8.0839,6.769325,7.145052,8.384293,6.221362,6.379822
11.14266,10.440669,10.627905,10.384618,8.260528,8.533118,7.737559,8.124782,8.601734,6.745771,6.499017
11.625708,11.381588,12.233929,11.211266,8.631522,8.59055,7.52423,8.11893,8.994218,6.403464,6.674741
9.201892,8.744438,9.039389,9.133332,6.713153,6.300606,6.392337,6.520882,6.035425,5.103206,6.038319
14.815581,13.450144,13.649838,13.138712,10.95087,12.330971,12.249899,12.543492,12.217429,9.6626,8.425759
14.909093,13.228078,13.293098,12.821826,10.459834,11.065669,11.539378,11.417851,11.473315,8.645663,8.410438
14.027542,12.561909,12.824756,12.317665,10.219403,11.836187,11.510319,11.619314,11.223302,9.099706,7.848482
15.980159,14.408502,14.399131,13.955217,11.155372,11.748985,12.023447,12.048661,11.903625,9.212737,8.775346
13.185694,11.777549,12.061621,11.544783,9.580094,11.014307,10.647053,10.496426,10.166139,8.400355,7.365853
16.771855,15.039539,15.163416,14.881706,12.154764,11.952294,12.41677,12.415012,12.183101,9.665771,9.172414
13.529239,12.028603,12.282337,11.714941,9.763878,11.326816,10.969469,10.930772,10.486298,8.767031,7.748071
15.861224,14.388709,14.507315,14.031172,10.984801,11.815575,12.014905,12.086192,11.854631,9.169585,8.626016
14.682707,13.032441,13.145929,12.683605,10.432429,11.24125,11.669492,11.597982,11.659561,8.790277,8.342491
14.949045,13.495089,13.69163,13.195195,10.851858,12.14422,11.975579,12.132218,11.712883,9.606187,8.391133
16.881538,15.083212,15.177531,14.896291,12.215957,12.355715,12.769172,12.840741,12.54948,10.073972,9.346266
16.595839,14.979994,15.114905,14.819979,11.868654,12.222844,12.449781,12.549209,12.22569,9.814063,9.046201
15.640484,13.947329,14.074173,13.719534,11.232249,11.859253,12.227098,12.292966,12.114498,9.520105,8.810466
14.389292,12.663673,12.700299,12.139991,9.808153,10.864957,11.174956,11.056905,11.123078,8.475056,8.293086
13.811472,12.533771,12.799113,12.315435,10.302877,11.344615,11.326807,11.222094,11.107928,8.616434,7.680182
14.86216,12.996284,13.175644,12.694689,9.926787,10.980574,11.251118,11.165101,11.092754,8.415764,8.235477
15.234833,13.505334,13.800953,13.218609,10.490398,11.705232,11.752795,11.748359,11.411594,9.024976,8.401564
17.186796,15.39675,15.532485,15.302374,12.504269,12.267621,12.773995,12.84127,12.543442,10.009267,9.393987
17.244066,15.619752,15.792129,15.544098,12.525978,12.395631,12.747998,12.822514,12.499925,9.997262,9.314411
14.100277,12.452458,12.63838,12.084041,9.8281,11.323798,11.114946,11.168578,10.729837,8.815916,8.059385
16.009024,14.399386,14.592591,14.146489,11.583324,12.402921,12.484526,12.61475,12.138213,10.071723,9.024676
14.994157,13.455569,13.648731,13.163419,10.811009,12.156243,12.029415,12.165115,11.691146,9.861697,8.599593
14.624416,12.99975,13.233135,12.671532,10.278728,12.050786,11.750501,11.975927,11.425518,9.531488,8.377078
16.142213,14.552998,14.626565,14.229963,11.732799,12.661038,12.789165,13.134024,12.738201,10.302809,9.108189
15.003971,13.563038,13.664738,13.211042,11.014222,11.994112,12.161862,12.240944,12.074272,9.419266,8.42343
14.496281,12.831835,13.068734,12.493134,10.112007,11.457474,11.354711,11.366493,11.027156,8.964024,8.262349
16.113651,14.485079,14.672806,14.23286,11.663672,12.252521,12.399212,12.500856,12.069884,10.036127,9.067776
13.741467,12.157079,12.411799,11.806414,9.706068,11.491233,11.1102,11.165369,10.661496,8.978793,7.970725
17.150686,15.419655,15.499169,15.190461,12.40326,12.394676,12.796172,12.930672,12.581846,10.224411,9.490903
15.540927,13.889844,14.010789,13.616853,11.307215,12.214968,12.429765,12.504055,12.33399,9.627194,8.684059
15.389198,13.748338,13.971349,13.494759,10.965492,12.005707,11.993001,12.148135,11.716714,9.72788,8.753525
17.641896,15.994395,16.173519,15.982317,12.872106,12.379799,12.852594,12.887416,12.606435,10.006015,9.48319
