2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
13.453651,11.758902,11.796224,11.207336,9.406409,10.151525,10.654548,10.367729,10.67335,7.7203,7.891572
13.989941,12.193351,12.137573,11.59457,9.612212,10.564083,11.019795,10.839966,11.047701,8.091008,8.250289
11.342003,10.535222,11.274303,10.980715,9.324995,10.126547,9.710082,9.193135,8.796681,7.060811,5.823331
11.244316,10.468308,11.294595,11.113602,9.458643,10.144985,9.663859,9.269534,8.953326,7.15888,5.936632
13.757101,12.497732,12.882669,12.463084,10.604018,11.822646,11.386869,11.384737,11.054911,8.702616,7.495858
11.258388,10.486041,11.419314,11.208955,9.467952,10.03771,9.625056,9.194588,8.854215,7.043014,5.880525
11.859194,10.906198,11.598433,11.347184,9.857485,10.684843,10.139722,9.780524,9.380946,7.698025,6.290047
12.265923,10.995626,11.349287,10.851184,9.240267,10.48766,10.074063,9.745487,9.403863,7.51911,6.439695
11.162173,10.320318,11.070345,10.732576,9.053022,9.900606,9.53354,8.989477,8.588687,6.89136,5.688644
11.687564,10.771715,11.530645,11.32863,9.780962,10.526803,9.972979,9.633943,9.343234,7.547146,6.12027
11.326417,10.587165,11.46214,11.253806,9.753703,10.377664,9.905332,9.594443,9.252814,7.297958,6.075679
12.293163,11.096436,11.597558,11.235982,9.754789,10.809599,10.239295,9.970975,9.542719,7.834223,6.489157
11.370977,10.219465,10.695594,10.269286,8.747027,10.006374,9.58964,9.068915,8.619038,7.064529,5.824791
9.525622,8.507061,8.897688,8.546623,7.383278,7.610854,6.531937,6.733816,7.068173,5.708672,5.459567
9.918333,9.341635,9.823097,9.557178,8.152114,7.634825,6.807106,7.118081,7.346655,5.833426,6.2134
8.830694,8.382638,8.862655,8.718226,7.666405,6.887722,6.223863,6.450216,6.487264,5.306349,5.966077
10.213005,9.237169,9.505866,9.198586,7.482662,7.919037,7.03622,7.234795,7.384012,6.056834,5.888218
8.117176,7.343939,7.711298,7.588847,6.234212,5.958352,5.529473,5.835644,5.533822,4.739738,4.560927
9.077968,8.09821,8.506971,8.238134,6.577084,7.242743,6.309535,6.480412,6.67906,5.483151,5.119893
9.518834,8.882443,9.189506,9.137548,7.270837,7.243023,6.609031,6.815044,6.852725,5.654627,5.502816
8.500067,7.61579,8.01098,7.826175,6.208055,6.365245,5.848441,5.946239,6.009745,5.068221,4.757222
9.748509,8.720061,9.009573,8.753359,6.869397,7.572369,6.476708,6.670452,7.196762,5.791027,5.725481
9.885337,9.326421,9.688898,9.493869,7.62837,7.655634,6.889812,7.207256,7.251501,5.858028,5.953023
9.608983,9.543911,9.901233,9.699444,8.256672,7.564654,6.689801,7.074402,7.327564,5.815381,6.205206
8.578828,8.044144,8.54762,8.432817,7.177547,6.612642,5.983282,6.233285,6.192632,5.130106,5.277919
12.093516,11.290353,11.788413,11.534341,10.037772,10.419531,9.707224,9.321349,9.987699,6.934718,7.284021
11.864852,11.32614,11.770381,11.558817,10.357672,10.591489,9.817902,8.965941,9.921012,6.9112,7.289012
11.266232,10.538736,10.980806,10.670935,9.259426,9.737725,9.05918,8.744181,9.34801,6.431252,6.472781
11.494517,10.823884,11.530804,11.244482,9.836195,10.185035,9.390225,8.706096,9.679193,6.733191,6.892933
11.104192,10.807415,11.360567,11.126448,9.748733,9.86888,9.137369,8.571724,9.41525,6.329385,6.304952
11.638013,11.119379,12.101353,11.901849,10.636198,10.528372,9.692558,8.615247,9.873426,6.779586,7.015704
10.675045,10.605729,11.614778,11.497219,9.39841,8.6339,8.190097,8.660601,9.066647,5.828175,5.831019
11.824433,11.503718,12.309992,12.224252,10.130385,9.217174,8.961941,9.546583,9.796769,6.231186,6.72406
11.267192,11.282316,12.184908,12.098315,10.149557,9.147045,8.775235,8.990157,9.535368,6.06268,6.252463
11.201231,11.118631,12.036087,11.767977,9.94656,9.628031,9.005641,9.314895,9.658242,6.831145,6.136392
11.288791,11.125126,11.843536,11.615571,9.913553,9.587966,9.050787,8.985468,9.608313,6.404825,6.29394
10.934829,10.960211,11.888821,11.783771,9.712652,8.564705,8.083119,8.904941,9.082355,5.631095,5.982081
10.817816,10.373036,11.295681,11.121731,8.950858,9.637388,9.011324,9.386842,9.460954,7.291681,5.830375
10.888717,10.500068,11.56874,11.484255,9.241538,9.72517,9.000055,9.311819,9.507291,7.254215,6.125842
10.728734,10.140118,11.24602,11.174098,9.179374,9.529374,8.883069,9.082623,9.285879,7.034499,6.034389
10.86756,10.561172,11.449401,11.190487,9.098064,9.665583,8.926491,9.41856,9.535931,7.271407,5.828971
10.488726,10.177178,11.285023,11.172373,8.912219,9.427665,8.610548,8.966813,9.254961,6.929569,5.735163
11.673799,10.917325,11.825179,11.679423,10.56905,10.367933,9.599602,10.077634,10.016214,7.958656,6.940606
10.979655,10.574206,11.576631,11.547429,9.28729,9.763214,9.181432,9.400821,9.506845,7.270956,6.08953
8.141127,7.218958,7.453745,7.364666,5.687769,6.09253,5.600302,5.718608,5.58622,4.781738,4.361319
9.149094,9.201427,9.202675,9.32192,7.179614,7.001912,7.091984,7.066299,7.362523,5.092285,4.744295
9.074695,8.587663,8.679654,8.643143,6.762725,6.903265,6.544583,6.618894,6.873007,5.150085,4.837339
9.074199,9.015945,9.217512,9.301723,7.069374,6.897437,7.211131,7.126165,7.622871,4.987902,4.741826
8.615523,8.349693,8.64017,8.727662,6.533127,6.577034,6.903821,6.804236,7.31072,4.789541,4.486755
10.861691,11.071558,11.492599,11.249475,8.931756,8.260654,7.603583,8.117929,8.567399,5.877345,5.90809
12.088202,11.389194,12.416552,11.978354,9.77215,10.026885,9.153294,8.397412,9.92263,6.670371,6.999371
11.171391,11.159717,12.24459,12.053452,9.918584,8.937261,8.147144,8.685101,9.439,5.946699,6.263967
12.48778,11.746502,12.36482,12.0777,10.181351,10.92,9.982499,8.895233,10.220819,7.149513,7.409551
11.852247,11.291115,12.031526,11.747769,9.851842,10.316603,9.463383,8.606728,9.880606,6.820635,7.007428
11.587565,11.022072,12.499669,12.096572,9.424737,9.480464,8.61528,8.250714,9.637252,6.449876,6.783914
11.439168,11.395018,12.331478,12.24819,10.192999,9.553913,8.951231,8.778524,9.701631,6.206173,6.447224
11.524811,11.345713,11.91486,11.700702,10.288725,10.425634,9.587669,8.727928,9.811683,6.584837,6.715078
11.781226,10.863067,11.068079,10.687065,9.083088,9.864196,9.457442,9.403799,9.440384,7.122795,6.745232
13.021659,11.760102,12.029699,11.57083,9.808871,10.95424,10.594616,10.584272,10.123468,8.073044,7.506176
12.127723,10.851904,11.078407,10.55728,8.681532,9.875939,9.59881,9.49571,9.125509,7.315062,6.875138
11.743369,10.720597,11.152854,10.668195,8.781454,9.828541,9.294232,9.287836,8.597213,7.134374,6.779812
11.292243,10.40204,10.783706,10.374009,8.651106,9.621124,9.013475,9.039884,8.796917,6.944176,6.622103
9.952327,9.044989,9.690756,9.292242,7.674011,8.785869,7.887394,7.705394,7.450604,6.443757,6.312145
9.597998,8.763128,9.381344,9.03404,7.546399,8.381036,7.50412,7.190692,7.29207,6.279572,6.238294
9.968939,9.268552,9.857365,9.421594,7.896498,8.721696,7.895627,7.4021,7.38763,6.433995,6.355166
11.154215,10.277096,10.712246,10.566413,8.859529,9.552559,8.434874,8.213392,9.494627,6.501117,6.655881
10.287224,9.53501,10.106383,9.884363,8.518331,9.009154,7.966851,7.264467,8.996168,5.963115,6.071243
11.198306,10.536603,10.986907,10.775831,9.194869,9.818006,8.881793,8.302855,9.60153,6.586202,6.563566
10.302484,9.691657,10.067303,9.802612,8.117094,8.35073,7.220343,7.117834,8.59027,5.759838,6.139382
10.717249,10.198625,10.63599,10.429355,8.86624,9.142308,7.955369,8.034409,9.11885,6.174269,6.410755
10.174823,9.654086,10.108072,9.819705,8.356472,8.502184,7.389859,7.186572,8.750026,5.656069,5.942208
9.927035,8.954539,9.494075,9.206038,7.664594,7.970281,6.757491,6.4047,8.466219,5.623508,5.885206
11.938593,11.124014,11.681963,11.452436,9.611613,10.41628,9.57822,9.01108,10.104016,7.102921,7.002101
11.575274,11.045933,11.816643,11.56536,9.759496,10.008042,9.750856,9.681045,9.689107,7.310478,6.399838
12.389772,11.450857,12.187133,12.010538,11.808182,10.839597,10.503489,10.675815,10.429863,7.970397,7.367781
11.384501,11.039466,11.888002,11.821644,9.644553,9.925626,9.6392,9.657574,9.675172,7.306979,6.180174
13.388434,11.779365,11.889341,11.228772,9.389308,10.941007,10.729187,10.716688,10.258791,8.402675,7.790655
13.098413,11.48194,11.674404,11.094937,9.344787,11.191438,10.795068,10.850874,10.329186,8.669893,7.81363
12.23408,10.688572,10.859229,10.169,8.441073,10.190676,9.775603,9.602097,9.035592,7.566307,7.06922
12.179118,10.668379,10.814983,10.243474,8.459555,10.115601,9.781256,9.551089,9.079115,7.466915,6.798197
12.847031,11.311157,11.444223,10.85521,9.103985,10.65541,10.361347,10.154771,9.697015,7.929453,7.145968
13.601996,11.892397,11.96387,11.276205,9.335036,10.780187,10.605887,10.612781,10.17514,8.245466,7.75176
14.118139,12.305037,12.460357,11.86401,9.624886,11.245593,11.109693,11.181369,10.773401,8.707543,8.050168
12.910219,11.184463,11.292492,10.646809,8.815459,10.657337,10.310756,10.233609,9.65807,8.016423,7.570893
12.490537,11.077666,11.278271,10.673766,8.987604,10.458218,10.199602,9.830798,9.439862,7.562013,6.720827
11.660899,10.170611,10.301905,9.607667,7.922408,9.719185,9.226124,9.029235,8.348342,7.195859,6.68785
12.682789,11.024752,11.200552,10.487186,8.948471,10.636628,10.261264,10.204141,9.631925,8.073223,7.580284
11.981299,11.139724,11.793069,11.450872,9.583603,10.166453,9.454944,8.925993,9.90476,6.808181,6.823772
12.136243,11.164587,11.755721,11.453721,9.644685,10.355613,9.669271,9.327282,9.995561,7.096471,7.031727
11.636422,10.786662,11.249295,10.91313,9.321986,9.88354,9.261253,9.086528,9.610333,6.722838,6.632594
11.00933,10.316873,10.72009,10.365378,8.820979,9.322329,8.599977,8.56955,8.971241,6.497178,6.416235
11.476568,10.712284,11.160801,10.83957,9.122908,9.63747,8.943948,8.900016,9.379207,6.588423,6.579286
11.346222,10.140544,10.311968,9.544102,8.149729,9.842925,9.400088,9.074738,8.399781,7.048214,6.296563
11.389507,10.19809,10.2989,9.59247,8.016231,9.63425,9.086767,8.804623,8.043783,6.9219,6.347926
13.066109,11.474611,11.580576,11.047283,8.784695,10.86735,10.561909,10.341636,9.664779,7.901825,6.999576
11.64399,10.361175,10.438687,9.730782,8.085861,9.823413,9.50136,9.135785,8.584955,7.074826,6.334466
11.811342,10.500672,10.594222,9.882326,8.224447,10.06661,9.813924,9.365535,8.832884,7.190716,6.378024
11.719176,10.256992,10.331444,9.540476,8.797918,10.526908,10.08727,9.863901,9.085481,7.589566,6.717804
11.301126,10.613453,11.077115,10.811648,9.135391,9.563755,8.528932,8.634548,9.264465,6.657547,6.79292
9.889216,9.462912,10.048161,9.779959,8.224047,8.651865,7.575997,7.722615,8.189701,5.895877,6.01493
10.955041,10.162917,10.57064,10.256971,8.739146,9.206196,8.233035,8.295828,8.887224,6.482495,6.623423
11.383688,10.795266,11.194153,10.933332,8.994217,9.549641,8.595819,8.800297,9.167101,6.744437,6.780572
10.715351,10.234787,10.710761,10.403822,8.834652,9.068528,8.218577,8.287493,8.740405,6.321458,6.445908
10.112171,9.612175,10.15986,9.891443,8.564538,8.831055,7.57805,7.790211,8.480029,6.027218,6.210676
13.541519,12.089888,12.076339,11.498517,9.877142,10.09557,10.770865,10.371173,10.816846,7.5176,7.763888
13.264133,11.821455,11.907118,11.331166,9.60365,10.001161,10.632115,10.232035,10.661395,7.541027,7.710842
12.505794,11.361401,11.598946,11.103977,9.409722,9.766506,10.134869,9.734637,10.130034,7.23746,7.10813
13.306436,11.94261,11.955126,11.527999,9.354786,9.987745,10.540184,10.132212,10.509763,7.472985,7.514465
10.943042,10.365392,11.340579,11.239826,9.205568,9.642414,9.294514,9.274925,9.290066,7.087405,6.128352
11.436791,10.931429,11.589514,11.316589,9.340283,9.866533,9.589304,9.633706,9.674914,7.370008,6.129761
8.911821,8.041455,8.678453,8.283757,6.785881,7.550612,6.755844,6.184094,6.68826,5.731851,5.622445
10.929219,10.001157,10.26193,10.022165,8.196646,8.546622,7.454168,7.844362,8.268,6.660701,6.904493
11.296478,10.238166,10.347197,10.060437,7.873691,8.598354,7.523129,7.851599,8.452674,6.763415,6.814914
12.11731,11.00902,11.131235,10.917349,8.572983,9.294956,8.000181,8.439559,9.519621,7.267308,7.620765
10.889147,9.75774,9.879169,9.519732,7.618228,8.256666,7.038852,7.257157,8.499473,6.567848,6.681693
10.895305,9.822002,9.918482,9.59428,7.529516,8.21043,7.106279,7.348224,8.121304,6.413701,6.536314
11.885333,10.890946,11.066338,10.807608,8.494221,9.024854,8.010288,8.384794,9.079941,6.992188,7.248723
11.13201,9.994386,10.210276,9.874914,7.959508,8.590784,7.206063,7.478044,8.971049,6.675714,7.191394
11.427942,10.263565,10.353611,9.948751,8.078215,8.770719,7.479842,7.711371,9.156147,7.049089,7.219519
11.374228,10.429798,10.660869,10.435437,8.209942,8.876658,7.662064,8.01259,9.01803,6.671875,7.003357
10.780192,10.077059,10.526956,10.082796,8.389487,8.362447,7.351209,7.72273,8.178672,6.473153,7.115495
11.159448,10.523057,10.615158,10.26569,8.591295,9.143842,8.21229,8.591954,8.906243,7.255586,7.633834
10.88878,10.008334,10.181117,9.932002,8.038673,9.273019,8.151411,8.841471,8.916309,7.500551,7.511784
11.027009,10.478705,10.681715,10.231398,8.392831,8.738787,7.761712,8.103193,8.549191,6.782151,7.186903
9.318989,8.738341,8.978394,8.772649,7.855941,7.497237,6.46943,7.104306,7.233702,6.053163,6.730069
9.421169,8.752203,9.030887,8.790832,7.017831,7.639354,6.665822,7.382873,7.569263,6.003314,6.134657
10.760241,9.989237,10.672586,10.124578,7.650558,7.834859,6.541208,6.895345,8.499361,5.8656,6.221069
11.466879,11.318508,11.992563,11.636412,9.140987,8.682508,7.765547,8.450175,9.268352,6.135528,6.422705
11.829612,11.305599,12.012478,11.54847,9.103823,8.798293,7.643189,7.999733,9.588443,6.452377,6.83841
10.539551,9.370947,9.825813,9.477615,7.433394,7.687321,6.251094,6.509668,8.49868,5.785832,6.212352
9.565806,9.126395,9.270559,9.426057,6.983639,6.490911,6.636694,6.742375,6.280471,5.292257,6.406959
