2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
17.232608,14.897035,15.219185,14.510252,13.047931,15.339713,13.845209,13.944059,12.614609,13.01953,11.758464
19.478031,16.365689,16.725852,16.319232,14.292133,16.05911,15.951313,15.878242,16.673327,13.88414,13.509229
18.35175,15.422513,15.554482,14.814961,13.284915,15.227836,15.303614,14.966939,15.972058,12.978185,12.609257
20.166775,16.958808,17.178385,16.510409,14.951563,16.314057,16.323134,16.245292,17.129603,14.045172,13.987559
18.905836,16.09452,16.282492,15.629401,13.860221,15.863857,15.947773,15.572288,16.533147,13.656478,13.09206
19.015506,15.956291,16.1738,15.44622,13.907311,15.584261,15.523685,15.395986,16.237061,13.349237,13.209437
19.617068,16.325336,16.557409,15.870123,14.264468,15.897676,15.805308,15.867986,16.604998,13.534839,13.470326
17.02546,14.969654,15.976592,15.971804,13.866823,15.935806,15.345183,14.594067,14.306537,12.931103,10.576535
16.76932,14.726408,15.887506,15.973539,13.877017,15.851881,15.054893,14.56082,14.421965,12.914716,10.600929
19.82431,17.022972,17.893235,17.597441,15.76482,18.017239,16.931154,17.091113,17.060406,15.183956,13.140925
16.908322,14.816189,16.119196,16.158977,14.028835,15.908398,15.160185,14.642343,14.464414,12.960791,10.7554
17.336183,15.160351,16.158039,16.229087,14.338813,16.31869,15.512642,14.974888,14.71716,13.390062,10.843943
17.621025,15.224093,15.753721,15.421643,13.659122,15.917219,15.188774,14.721735,14.573677,13.004527,10.943842
16.708522,14.668912,15.716056,15.626806,13.538487,15.609123,15.035509,14.285476,13.994441,12.625694,10.338215
17.132494,14.937599,16.064552,16.198833,14.177392,16.175488,15.283997,14.829248,14.737251,13.255101,10.696429
17.056756,14.928136,16.215791,16.220428,14.352643,16.305872,15.465397,15.100931,14.96206,13.265067,10.999678
17.728168,15.30146,16.086675,16.05062,14.299322,16.329133,15.435837,15.060184,14.777701,13.406824,10.992368
16.280306,14.202518,14.795475,14.523542,12.805623,14.973716,14.563974,13.740724,13.36895,12.006845,9.65717
13.376416,11.480032,12.114938,11.645045,10.673114,11.405859,9.526559,9.838779,10.591904,9.483124,8.947947
14.964459,13.141861,13.843446,13.575749,12.291234,12.319962,10.575772,11.160234,11.76634,10.791629,11.017434
13.51051,11.934348,12.633723,12.460231,11.448912,11.196563,9.802108,10.214138,10.561689,9.921973,10.343822
14.838153,12.637179,13.215283,12.974063,11.317707,12.095314,10.380499,10.763272,11.248622,10.273461,9.909259
11.566474,10.093345,10.637289,10.389668,9.150337,9.32012,8.298039,8.753166,8.570012,8.342771,7.79661
12.562683,10.840699,11.439944,11.001437,9.467758,10.746017,9.082661,9.341699,9.906656,8.980338,8.236568
14.263054,12.434759,13.004443,12.964397,11.027289,11.554342,10.098746,10.498892,10.861148,10.237123,9.811617
11.919706,10.373074,10.909544,10.596334,9.004035,9.71184,8.548707,8.7556,9.106295,8.551895,7.836679
13.904371,11.925702,12.429973,12.224076,10.428361,11.598142,9.644543,9.975041,10.961345,9.843075,9.614813
14.994311,13.128861,13.743291,13.551732,11.686236,12.268555,10.614434,11.204965,11.575674,10.752341,10.669831
15.512908,13.89207,14.385677,14.152343,12.819142,13.012167,11.266523,11.98805,12.628742,11.824378,11.996285
12.879583,11.361605,12.016346,11.800563,10.66014,10.685728,9.328516,9.738811,9.973175,9.48888,9.313294
18.121156,15.667421,16.598068,16.273394,14.755847,16.688049,15.129555,14.829606,16.002321,13.062871,13.186151
18.202132,15.860428,16.75697,16.502715,15.181622,17.05266,15.557301,14.62318,16.147705,13.172625,13.301153
16.991576,14.801319,15.498287,15.068937,13.534377,15.691422,14.298742,14.042618,15.149902,12.232065,11.909355
17.37148,15.118499,16.163735,15.833457,14.379513,16.286889,14.712346,13.999736,15.54648,12.624781,12.511009
17.722926,15.622326,16.482239,16.169694,14.545548,16.627684,15.226629,14.640802,16.008297,13.01612,12.604667
17.881451,15.663263,16.984813,16.757801,15.489858,17.027481,15.370727,14.135873,16.042889,13.048776,13.043292
17.918202,15.716914,17.321705,17.195609,14.525329,15.653584,14.598468,15.440977,16.184803,13.134194,12.808705
19.244736,16.595742,18.237006,18.282836,15.776851,16.258817,15.433017,16.474711,16.978084,13.492297,13.863986
19.046851,16.756432,18.253839,18.20204,15.734955,16.667305,15.713104,16.245522,17.162207,13.912749,13.821482
18.560799,16.371008,17.62636,17.23007,15.191282,17.023755,15.729611,16.366249,17.069876,14.591936,13.346159
18.549942,16.307042,17.42301,17.170778,15.149103,16.822683,15.636981,15.767351,16.817816,13.833072,13.344164
18.551366,16.292197,17.914599,17.840591,15.212202,15.870147,14.731705,16.078987,16.472975,13.256872,13.409925
17.246125,15.045819,16.39222,16.240885,13.710247,16.233877,15.047989,15.757522,16.055505,14.172217,12.003779
17.260282,15.046329,16.66772,16.665169,13.968287,16.192283,14.855227,15.426081,15.931005,13.915164,12.119417
16.416521,14.254538,15.914175,15.903461,13.550876,15.427963,14.191278,14.588415,15.127835,12.993699,11.338286
17.549089,15.374977,16.633818,16.258749,13.862883,16.524358,15.135989,15.993174,16.375396,14.45875,12.288289
16.93009,14.817685,16.410995,16.323584,13.584423,16.016765,14.55949,15.184729,15.812019,13.751099,11.876656
17.408651,14.951646,16.613552,16.464558,15.205837,16.177032,14.737925,15.581666,15.779246,13.791315,12.178003
17.582251,15.329391,16.871355,17.078299,14.153005,16.323993,15.195316,15.666366,16.034949,14.045475,12.197786
11.192534,9.701011,10.111415,9.903454,8.190286,9.223283,8.182637,8.365647,8.405063,7.987316,7.146184
14.695151,13.222923,13.49708,13.676619,11.029312,12.334275,12.051464,12.053768,12.718856,10.753356,10.044634
13.525576,11.960904,12.282542,12.192669,10.055629,11.329826,10.409741,10.560743,11.149687,9.728479,9.058425
14.589421,13.047667,13.52341,13.641676,10.785171,12.214431,12.264679,12.189065,13.133151,10.579946,10.00243
13.372127,11.91053,12.480028,12.5161,9.72901,11.277706,11.368611,11.23274,12.206308,9.649937,8.972344
17.881314,16.03496,16.790725,16.563158,13.905228,14.933117,13.484067,14.301605,15.170933,13.016135,12.832026
18.343708,15.857161,17.416824,16.842363,14.628027,16.319458,14.549425,13.721125,16.029217,12.846309,13.02281
18.591555,16.427106,18.000545,17.790101,15.318616,16.098227,14.498396,15.424315,16.63771,13.414737,13.551245
18.639181,16.095231,17.315952,16.900166,15.053519,17.237979,15.364433,14.118191,16.195986,13.167241,13.259014
18.235304,15.818598,17.077245,16.734184,14.800832,16.710789,15.131251,14.222428,16.166005,13.04107,13.024431
17.936657,15.549163,17.476438,16.986458,14.250077,15.642679,14.016173,13.736247,15.838068,12.63291,12.815741
19.029625,16.767523,18.254868,18.231968,15.772915,16.961213,15.681348,15.673335,17.096696,13.820212,13.842516
18.536238,16.357609,17.346981,17.097938,15.456904,17.561026,15.981978,15.032764,16.723964,13.643538,13.477379
17.594521,15.20507,15.591986,15.13107,13.482562,15.721714,14.744326,14.793036,15.250707,13.266222,12.298784
18.653048,15.925811,16.581701,15.971272,14.434705,16.677872,15.655296,15.801488,15.677014,14.03206,12.859995
17.363898,14.846483,15.26162,14.62443,12.831139,15.138114,14.36066,14.337749,14.269701,12.809739,11.674657
17.378467,14.979348,15.678845,15.151568,13.228164,15.584772,14.499024,14.613224,14.131561,13.324386,12.220271
16.896351,14.612955,15.192511,14.750253,12.935521,15.299616,14.178773,14.333335,14.409512,12.974582,11.973835
14.746418,12.807832,13.702602,13.445797,11.738963,13.858249,12.108627,12.098914,12.094311,11.644325,10.877132
14.238017,12.442415,13.307199,13.089565,11.533015,13.472613,11.561307,11.400554,11.869664,11.337422,10.782532
15.182609,13.320964,14.095387,13.773441,12.239621,14.315195,12.499476,12.072314,12.418397,12.121363,11.432077
16.165277,13.937531,14.703188,14.602227,13.005309,14.491895,12.512482,12.434661,14.456308,11.234857,11.241861
15.105214,13.19537,13.979884,13.690739,12.334409,13.996033,12.134869,11.331039,13.933848,10.677818,10.522994
16.757135,14.56502,15.347574,15.162711,13.612284,15.4483,13.701642,13.149197,15.163053,12.06995,11.846285
15.391953,13.504505,14.098811,13.825739,12.216361,13.368558,11.268441,11.290628,13.593953,10.793554,11.044903
16.189857,14.126908,14.952918,14.752438,13.242558,14.532744,12.505418,12.810393,14.583958,11.558676,11.628182
15.257792,13.462254,14.114649,13.717337,12.339577,13.601494,11.603446,11.456912,13.886507,10.676765,10.744573
14.055273,12.191664,12.867207,12.499198,11.042784,12.059601,9.971666,9.626376,12.704199,9.540113,9.600746
17.691363,15.185793,16.228167,16.065173,14.305231,16.220557,14.581051,14.06712,15.809493,12.788708,12.539133
18.173102,15.863883,16.930921,16.749893,14.572115,16.659867,15.949978,16.008287,16.301658,14.238444,12.620945
18.391641,15.816833,17.074892,16.963435,16.700668,16.892352,15.987792,16.411299,16.418949,14.145365,12.981686
18.531944,16.200934,17.520886,17.743911,14.850738,16.905816,16.14048,16.354562,16.611629,14.583995,12.777056
18.691606,15.837892,16.286111,15.528199,14.015632,16.154633,15.350948,15.508022,15.311729,13.76976,12.589492
18.246534,15.478984,15.973472,15.317778,13.93511,16.247561,15.342551,15.622178,15.350575,13.866703,12.417739
17.132433,14.60792,14.919397,14.144406,12.572854,15.021565,14.172436,13.995281,13.664211,12.524992,11.277128
17.267916,14.737427,14.973702,14.450677,12.769656,15.107468,14.482406,14.160077,13.872984,12.536547,11.084897
18.199286,15.505648,15.845485,15.244721,13.680389,15.942306,15.267806,15.023912,14.763393,13.329259,11.812597
18.875637,15.902563,16.317481,15.509429,13.858565,15.950863,15.104202,15.280989,15.143122,13.612862,12.561729
19.604353,16.361737,16.918289,16.253972,14.408048,16.514281,15.739123,16.083553,15.973087,14.18011,13.057021
17.805597,15.00303,15.362295,14.582046,13.039268,15.498292,14.582633,14.591778,14.303219,13.012436,11.909713
17.866025,15.316308,15.682998,15.156215,13.495923,15.765113,15.250189,14.732742,14.509768,12.914231,11.241749
16.415252,14.053287,14.207103,13.486857,11.884644,14.363422,13.518581,13.287853,12.782239,12.0122,10.683403
17.578843,14.878367,15.291048,14.43558,13.17922,15.452949,14.569528,14.585418,14.27794,13.018671,11.844351
17.751281,15.288751,16.403607,16.014436,14.19764,16.0952,14.489602,14.030873,15.619342,12.579662,12.399141
17.841608,15.236266,16.321243,15.888534,14.180631,16.165174,14.665889,14.392167,15.604581,12.715359,12.443623
17.35367,15.007689,15.822687,15.392744,13.74487,15.795356,14.415278,14.355768,15.385589,12.572205,12.152808
16.471828,14.37692,15.00333,14.575878,12.966199,14.845298,13.501143,13.580352,14.475984,12.140488,11.595736
16.973177,14.733664,15.59481,15.145213,13.374194,15.240373,13.798727,13.898957,14.90964,12.202951,11.846866
16.567829,14.378172,14.555558,13.713687,12.609231,14.900862,14.296146,13.769748,13.202725,12.262755,10.646071
16.633932,14.423687,14.506862,13.761019,12.337235,14.683436,13.800156,13.43734,12.807886,12.211124,10.783217
18.440844,15.673117,16.007148,15.369291,13.336527,15.965438,15.50428,15.093487,14.530685,13.010295,11.30307
16.947739,14.63728,14.726262,14.035663,12.485115,14.884558,14.484719,13.885195,13.429953,12.232892,10.646136
17.021521,14.724801,14.845637,14.122283,12.628707,15.089706,14.87712,14.109238,13.637654,12.224162,10.530941
16.594627,14.20388,14.419811,13.529487,13.278362,15.196502,14.762912,14.278327,13.570997,12.268631,10.549659
16.593225,14.399442,15.373331,15.049818,13.511698,14.861575,12.976983,13.308108,14.472139,11.897189,11.821472
14.891684,13.112899,13.985687,13.711683,12.150654,13.608317,11.937986,12.350498,13.237064,10.985577,10.740856
15.887796,13.720553,14.546258,14.129283,12.705383,14.078274,12.405118,12.6199,13.748977,11.280401,11.090093
16.841573,14.637102,15.438365,15.12917,13.382298,14.783139,13.123803,13.588681,14.43422,12.077274,11.816656
16.155531,14.18891,14.958817,14.64128,13.07292,14.471997,13.00345,13.21472,14.16943,11.904289,11.638473
15.051858,13.202361,14.038465,13.749143,12.481944,13.640661,11.698836,12.125629,13.385037,10.825139,10.730318
19.807958,16.686879,16.780228,16.066567,14.648296,16.099011,16.246987,15.960773,17.024657,13.851759,13.810544
19.27608,16.266262,16.457353,15.775483,14.212319,15.780824,15.924086,15.638139,16.632992,13.531931,13.397158
18.815311,16.005835,16.304194,15.774388,13.940152,15.76536,15.769813,15.410401,16.329188,13.515128,12.896444
19.461546,16.360777,16.625518,16.011995,13.92209,15.681702,15.78044,15.487545,16.407827,13.314749,13.013777
17.128733,14.899549,16.355897,16.447666,13.861089,15.904925,15.09487,15.212205,15.491113,13.497482,11.849257
18.086116,15.772439,16.727163,16.407809,14.138221,16.598403,15.844302,16.083861,16.378611,14.407694,12.466428
13.32498,11.636918,12.476351,12.18262,10.580453,12.518053,10.6865,10.09806,11.086274,10.5129,9.93937
15.93762,13.6477,14.286363,14.05998,12.525409,13.212454,11.100533,11.803874,12.710253,11.53135,11.731742
16.212741,13.845886,14.394516,14.010236,12.126879,13.25642,11.086841,11.721175,12.869424,11.62188,11.646165
17.260573,14.696478,15.395766,15.021784,13.183676,14.159248,11.674919,12.56538,14.403457,12.283289,12.77046
15.389366,13.123982,13.604074,13.126474,11.524804,12.552616,10.328926,10.79044,12.794446,10.97595,11.016038
15.499777,13.290054,13.764238,13.31287,11.479119,12.66526,10.50098,10.965739,12.334248,11.016667,11.050759
17.291729,14.815656,15.498686,15.151295,13.185237,14.203756,11.961855,12.718372,14.008972,12.470573,12.784258
15.689522,13.341666,13.990289,13.506661,11.933033,12.863072,10.400346,10.967621,13.355322,11.017421,11.538881
16.137729,13.674861,14.205953,13.666515,12.19743,13.152402,10.83645,11.348284,13.653335,11.572403,11.722401
16.5395,14.20259,14.923602,14.61046,12.681231,13.810809,11.403801,12.140611,13.851025,11.756986,12.115499
16.039116,14.00028,14.688939,14.201369,12.800123,13.336314,11.26727,11.984503,12.935036,11.777344,12.369524
16.622949,14.515334,14.904454,14.456772,13.178478,14.143438,12.168539,13.014229,13.815734,12.720408,13.047221
15.706279,13.553289,14.141258,13.710355,12.291432,13.676236,11.549115,12.78678,13.339018,12.281774,12.208157
16.6224,14.653445,15.063005,14.56151,12.97776,13.997121,11.958209,12.686035,13.634647,12.494986,12.831466
13.99965,12.29137,12.739362,12.429362,11.737591,11.837887,9.905709,10.95827,11.488856,10.830598,11.282979
13.920563,12.244685,12.695785,12.369039,10.756341,11.739566,9.873663,11.045067,11.722244,10.462422,10.360734
15.847145,13.799767,14.703193,14.068503,11.605992,12.647597,10.347529,10.965135,13.434403,10.893188,11.159539
18.542152,16.389466,17.39273,17.002477,14.294255,15.415375,13.52536,14.620374,15.970116,13.281155,13.469672
18.263713,15.901805,17.017914,16.450613,13.989983,14.844952,12.667234,13.329954,15.743737,12.86365,13.179348
14.787146,12.658022,13.434214,12.910109,10.936414,11.751835,9.31178,9.790063,12.797617,9.911649,10.21914
14.392915,12.380237,13.173672,13.218047,10.826559,10.913325,10.713502,10.945706,10.501311,10.185068,11.084336
14.661542,12.590359,13.296866,13.301013,10.935386,11.130083,10.944348,11.053007,10.707085,10.350219,11.378161
